gene_entrez_id,mean_abs_shap_ambiguity_score
51365,0.023251599184282764
57823,0.014619160527756721
3824,0.010659860473421403
7851,0.010238369791605102
117157,0.008657300845459914
3958,0.008469994692658417
5450,0.008453724312066665
10578,0.00784389666196505
684,0.007741780382450381
6389,0.007395488290336871
3560,0.007394125293321094
9104,0.0073671905636808815
4214,0.00735054208766057
3821,0.007216354097801772
4818,0.0071144912927530715
83888,0.006921211337634561
2357,0.006581243562513834
2826,0.006534819872345215
939,0.006492750035147465
8644,0.006213703734569621
6714,0.005915178501007857
6351,0.005903375848466603
3108,0.005556734346333524
384,0.0055398476493769755
2633,0.00552842306588609
168667,0.005511143758776539
1514,0.00548653353726063
5603,0.005445312632484705
25939,0.005377764227790434
10398,0.005255063855104018
3575,0.005183575443722525
240,0.004889996272053949
220972,0.004874584597032588
4283,0.0048516386530781915
5551,0.004779249979696225
301,0.004776300915905024
9021,0.004766561776286003
3572,0.004735675576131464
57379,0.004676982997820259
2209,0.004619331962080772
960,0.00460200189046407
857,0.004589140482278979
4208,0.004584345095364287
3811,0.004583201506472098
4282,0.00456425791445098
135,0.004522780494832857
114548,0.004489074681740749
4600,0.004468035778753667
116441,0.004437324661757695
7422,0.004435948471990314
54873,0.004421384850740569
1012,0.004411361025917161
55423,0.004381032139752397
6279,0.004341272760749793
1958,0.004333528118249452
7033,0.0043169332808211955
9834,0.004255433559844054
27299,0.004244012483305147
10538,0.0042380646018036604
30009,0.004210958750432617
919,0.004202455483083311
143903,0.004201421783388431
944,0.004168630456593021
3122,0.004162897257858299
51176,0.0041548242893740825
3664,0.004146800595986852
51348,0.0040893813749018435
114836,0.0040780129553742205
80380,0.004038623611240293
608,0.004022772570631988
1521,0.004017598866358632
3593,0.003954011233096989
3569,0.0039429172984337185
5294,0.003935999988338008
718,0.003910835369234748
4071,0.0038103116557119364
8542,0.003766306371251547
973,0.003759050967897326
84465,0.003715330523085708
5530,0.0037103490182011233
6559,0.0036957348924598716
6095,0.0036905105005305026
2213,0.0036734193710764454
10663,0.0036623891951647553
3604,0.003662055219077601
359,0.00366178912605562
3934,0.0036599893965586416
6256,0.00364725315037614
64332,0.003637167852089223
3105,0.0036357463863620453
3514,0.0036322008429435283
834,0.003625900867839001
558,0.003615127635207492
916,0.0036119029582027395
3373,0.0035914207555218544
115362,0.003583840754999882
10288,0.003581298714322695
1003,0.003572665180564629
1901,0.0035634500909916596
3802,0.0035599243098716447
6689,0.003559483692503894
10747,0.0035464305681127627
10561,0.0035402805787445807
3384,0.00353462486344103
4277,0.0035104665307412555
6503,0.0034907142800252445
597,0.003485180927863342
4502,0.003481203781730029
3566,0.0034735974542851136
7010,0.003471814301668823
90865,0.0034709297185480047
2152,0.003454950040623882
6359,0.003452834078426178
30835,0.0034501047866481067
604,0.003449256777838617
26468,0.0034345351425965807
29126,0.003418661218040636
3665,0.0033980156835672817
79368,0.0033808470845459165
358,0.0033409151442953294
861,0.0033337108892558215
6097,0.003315509713536819
5971,0.0032837069190509017
356,0.0032832174920383256
7189,0.003241633876750251
81575,0.003235291350661581
2833,0.0032299648655499096
2597,0.003221273954614391
7097,0.003220621935500752
1236,0.0032094265977830752
7940,0.0031903195870500826
23780,0.0031711187955467107
51284,0.0031635433568059103
9051,0.003150649290685243
3815,0.0031431866482602897
3429,0.0031351528430869466
940,0.0031133030612733
6357,0.0031024125109489474
3669,0.0030755603731535985
7535,0.0030667727216474477
5595,0.0030599552315493895
7293,0.003059785481294679
1281,0.0030561476400363797
2014,0.0030449963638660765
2625,0.0029690411179156737
6891,0.002946123161016319
3455,0.0029412256786250945
5368,0.002936004398440042
958,0.0029134235716440095
3117,0.002911369580463458
5721,0.00290847904633228
7850,0.0028989629147453014
4853,0.002896006291769203
1896,0.0028867917919089053
5777,0.002870512345610584
6672,0.002856597569386893
9647,0.0028564131413902362
3115,0.0028545442910174823
7100,0.0028515622734456045
3460,0.0028292253140398686
9437,0.002816011888891447
6373,0.0028010565327292224
3113,0.0027895995404505413
55540,0.0027883816529616764
3099,0.002773022549571053
8638,0.0027723433278306724
3856,0.0027643467095521943
7832,0.0027589967496094493
6776,0.002744822647417356
3902,0.0027304422789595937
79812,0.002722479385421545
3290,0.0027100784695429274
51278,0.002705658681994198
9510,0.0026913450893060508
1956,0.002691001599945973
80381,0.0026900174433486974
3620,0.0026867402226797266
29760,0.0026848589790285913
23569,0.002677402372214158
650,0.0026671390450652595
3001,0.0026600550007663238
1305,0.0026576565769052102
6404,0.002649437553301963
941,0.002645416083827708
728,0.00261600735868097
3501,0.00261489054784051
5154,0.0026098258984055024
355,0.002606934537351161
5025,0.0026038072927942204
7412,0.002602847243645095
26191,0.002595991112897861
6597,0.002592305883953444
952,0.0025672214024799918
3626,0.0025630718418507394
3717,0.0025626883863514634
84166,0.0025558880861020756
2034,0.0025478661823887696
28516,0.0025330826355152154
5629,0.0025258683577967737
2056,0.0025244652309989084
3596,0.0025183187170060625
4090,0.002509139722708589
3164,0.0024955036656579216
54014,0.002492807141302368
7356,0.0024837161191076018
57619,0.0024793644875261583
8841,0.0024764595637165425
2919,0.002473796729914701
6892,0.00246952160586516
3067,0.002467928614840556
2335,0.0024555123327140165
7297,0.0024528241918556574
3635,0.002449059726927424
28526,0.0024475788610072865
115361,0.002437478033325032
4772,0.002433501195848831
4233,0.002430557791121822
9636,0.002429641353194592
114769,0.002419503682190629
3595,0.0024113923700095317
3119,0.00240993905316156
3107,0.002403399267143555
7827,0.002380995382576218
9518,0.002380381025884776
3454,0.0023775933614746214
3077,0.0023679015479343836
7177,0.0023645706858907594
4057,0.002363916581234236
6366,0.002360780917276241
3553,0.0023434127995708666
221472,0.002329962266961923
3383,0.002319237045136647
8743,0.0023155656657849613
7314,0.00231539964586867
5970,0.0023043143337061174
58475,0.002302811387170941
57142,0.00226453682600639
716,0.002251663482991227
6349,0.002250094119161178
196,0.0022466001230938906
923,0.002235057586171612
4321,0.0022343262504970216
8807,0.002224579672124782
7037,0.00221962201997507
7048,0.0022104194147629847
719,0.0022043870557849755
50489,0.0021990150007354346
1788,0.0021911499550899814
79760,0.0021866323063836563
7133,0.0021863413907389595
9547,0.002178452910341692
3667,0.002166276865583687
3558,0.0021614763077930127
3125,0.002155348684600252
151888,0.0021526572486259576
374,0.0021443864209121713
7369,0.0021430056214786367
4155,0.002139139066628066
581,0.0021360414800445336
1282,0.0021337915597583763
50943,0.002132706301530917
59,0.0021210314526651144
22914,0.0021192272478041353
5329,0.00211103273998843
4318,0.002108418569875469
1286,0.0021031566210637023
970,0.002102000717201943
54210,0.0020891003108446686
10346,0.002087080758215298
3813,0.0020839131210332092
10148,0.002079671171020151
5196,0.002072555105765244
1499,0.0020567671560009606
28602,0.0020544979505972213
3689,0.0020539225702517943
10551,0.002046299407403366
10345,0.00204162948146599
3484,0.0020381032037589323
59067,0.002030769925359222
3903,0.002028765753739971
2206,0.0020218476810990446
640,0.002011307584691035
23643,0.0020101211026561394
7483,0.00200142493173993
5663,0.001984517946286739
1520,0.0019835089979445366
27063,0.0019823387264353105
4088,0.0019810896593924245
4162,0.0019773291717947784
924,0.0019685523482671583
23,0.0019675762159712265
397,0.001964528649142974
727,0.0019596143203750214
100528032,0.001954928397296541
81671,0.00195278421794021
3592,0.0019495725401559927
3003,0.0019461592889758184
3551,0.0019349029011080355
56833,0.0019346540926826348
8995,0.001929536546092788
1244,0.00192342301479588
929,0.0019213914585194704
2022,0.0019197856577319906
6363,0.0019176484167839794
4323,0.0019163531960300088
9466,0.0019146138964947796
150372,0.0019106984463203754
3567,0.0018911738226091456
710,0.001884545220528993
7903,0.0018826616395889082
313,0.0018761826507086687
100133941,0.00187110831959535
1240,0.0018701265715507943
6497,0.0018672126521264865
1393,0.0018639304640747656
5788,0.0018592667563834691
256987,0.0018361402390610951
83595,0.001830670461646818
4015,0.0018189800346237704
4049,0.001817888898867188
4851,0.0018114275184774858
348,0.001803377726808671
5293,0.0018007458429207385
3459,0.0017874752434163114
5473,0.0017764804849126692
2212,0.0017688887524916542
4792,0.0017668371565036447
3804,0.0017628823418207398
387357,0.0017597055461972648
54739,0.001734925387152279
5897,0.0017323598110690463
4599,0.0017307548047698414
10581,0.0017297136740679194
9332,0.0017087769326675903
101,0.0017065744817172815
3574,0.0017046117152063832
55340,0.001704068671554977
3371,0.0017036991042011886
10010,0.001696714187868331
6375,0.0016956921767149237
58191,0.0016951946828093237
5159,0.0016927435465771174
4878,0.0016911189554478319
933,0.0016881419508699507
4684,0.0016776125565894837
3556,0.00167516178747797
2204,0.0016714972337652937
54106,0.0016714892890296981
28568,0.001664545883946077
4946,0.0016618830857122475
28639,0.00166093260546967
10018,0.0016501903596659836
6777,0.0016470464910843892
211,0.0016469327528908855
3718,0.001641460828753725
915,0.001638435502538625
713,0.0016372011913162213
8832,0.001625447813446304
4609,0.0016193359534775503
3134,0.0016190910231827355
5600,0.0016167870440634798
